Authors;Scores
Ekelhart A.;0.22
Davlatov A.;0.22
Eguía M.A.;0.22
Oppelt M.;0.22
Hiller S.;0.22
Aderiani A.R.;0.22
Kariyappa B.S.;0.22
Kraus T.;0.22
Pandey V.;0.22
Franko A.;0.22
Arias-Portela C.Y.;0.22
Hurtado-Hernandez M.;0.22
Zharov V.;0.22
Zimmermann N.;0.22
Martinez J.C.;0.22
Hajicek Z.;0.22
Mohammadi N.;0.22
Meyer A.;0.22
Justin C.Y.;0.22
Ali F.;0.22
Ehm H.;0.22
Zhang B.;0.22
Hegedüs J.;0.22
Lu J.;0.22
Álvarez H.;0.22
Kharchenko V.;0.22
Kolchin P.V.;0.22
Leser P.E.;0.22
Wang S.;0.22
Gardner P.;0.22
Dietrich F.;0.21
Pashchenko D.;0.21
Woodall P.;0.21
Hoeren M.;0.21
Sui D.;0.21
Damgrave R.;0.21
Yang C.;0.21
Rauch L.;0.21
Cherepashkov A.A.;0.21
Rub J.;0.21
D'Angelo A.;0.21
Yoo S.J.;0.21
Vaskic L.;0.21
Xu Z.;0.21
Mikulić A.;0.21
Krüger S.;0.21
Bigoni C.;0.21
Odell L.;0.21
Mak B.;0.21
Tomkins A.;0.21
Shao G.;0.21
Martins T.W.;0.21
Iino Y.;0.21
Martynov K.;0.21
Scheibmeir J.;0.21
Bénézech J.;0.21
Cicconi P.;0.21
Khakimov R.A.;0.21
Demidovich V.B.;0.21
Buisson B.;0.21
Thukaram P.;0.21
Altun C.;0.21
Lermer M.;0.21
Folds D.J.;0.21
Liljaniemi A.;0.21
Choi S.H.;0.21
Hofmann W.;0.21
Garrido J.;0.21
Sandkuhl K.;0.21
Peng Y.;0.21
Rudskoy A.I.;0.21
Sugumar G.;0.21
Mohapatra S.;0.21
Huynh D.;0.21
Misrudin F.;0.21
Moncada A.;0.21
Boginsky A.I.;0.21
Eder M.A.;0.21
Marshall M.Q.;0.21
Saleeby K.S.;0.21
Dygalo V.G.;0.21
Turk Ž.;0.21
Patnaik P.;0.21
LeBoeuf C.;0.21
Körber M.;0.21
Palmer K.A.;0.21
Ajay H.;0.21
Peng G.;0.21
Peng X.;0.21
Ford D.N.;0.21
Zitzelsberger J.;0.21
Ariyachandra M.R.M.F.;0.21
Moutsinas G.;0.21
Illmer B.;0.21
Reeves K.;0.21
Cunha A.;0.21
Silburn S.;0.21
Shatagin D.A.;0.21
Fournier D.;0.21
Gleixner T.;0.21
Scurria M.;0.21
Dollerup N.;0.21
Preciado V.M.;0.21
Hewitt S.;0.21
Manson G.;0.21
Aleshin M.;0.21
Ceschini G.F.;0.21
Ziegler M.;0.20
Han S.;0.20
Alsigar M.K.;0.20
Kuhlenkötter B.;0.20
Post J.;0.20
Lütjen M.;0.20
Taylor S.G.;0.20
Grüner S.;0.20
Taylor C.;0.20
Wagg D.J.;0.20
Chopitea R.;0.20
Mojtahedi M.;0.20
Onufriev V.;0.20
Tan J.;0.19
Lee S.;0.19
Yang F.;0.19
Fedotov A.A.;0.19
Ceruti A.;0.19
Dirks S.;0.19
Dalla Vedova M.D.L.;0.19
Kaps R.;0.19
Mutlu M.;0.19
Eleftheriadis R.;0.19
Romazanov A.;0.19
Jeanne B.;0.19
Guerriero A.;0.19
Gavrilkina A.S.;0.19
Emelyanov O.A.;0.19
Benesova A.;0.19
Savelev R.V.;0.19
Umut Demirezen M.;0.19
Deryabin A.;0.19
Low Y.H.;0.19
Dang N.-S.;0.19
Kunath S.;0.19
Chursin A.A.;0.19
Thürer M.;0.19
Navon I.M.;0.19
Pataraia T.;0.19
Aguinaga D.;0.19
Sahlab N.;0.19
Kashirskaya E.N.;0.19
Gill J.S.;0.19
Izzo G.;0.18
Guo W.;0.18
Sanders S.R.;0.18
Kang Y.T.;0.18
Atlar M.;0.18
Tsiulin S.;0.18
Wu Z.;0.18
Ebel M.;0.18
Sharif Ullah A.M.M.;0.18
Kawabata T.;0.18
Gaboardi P.;0.18
Barata J.;0.18
Marcon P.;0.18
Raith M.;0.18
Zarca A.M.;0.18
Tian Z.;0.18
Subbotin B.S.;0.18
Gutierrez Zea L.;0.18
Cheng W.;0.18
Mechin P.-Y.;0.18
Wang F.;0.18
Onushkin G.;0.18
Tamás P.;0.18
Matsuzawa H.;0.17
Mecella M.;0.17
Kolbe T.H.;0.17
Fummi F.;0.17
Ababsa F.;0.17
Lima F.;0.17
Camp A.;0.17
Ergün S.;0.17
Komrakov A.V.;0.17
Lee W.-C.;0.17
Oscarsson J.;0.17
Otto R.B.;0.17
Lienkamp M.;0.17
Hetland A.;0.17
Moser S.;0.17
Xiao Y.;0.17
Tiwari M.K.;0.17
Tönnes C.;0.17
Schlueter A.;0.17
Vatankhah Barenji R.;0.17
Humann H.;0.17
Chen C.;0.17
Hompel M.T.;0.17
Pham D.T.;0.17
Leitner R.;0.17
Schimmer F.;0.17
Shehab E.;0.17
Berglund J.;0.17
Lanyon-Hogg M.R.;0.17
Richmond J.;0.17
Zhu Q.;0.17
Szybicki D.;0.17
Neagu D.;0.17
Lawford P.V.;0.17
Jiang H.;0.17
Forslund A.;0.17
Lucena V.;0.17
Mariani M.P.;0.17
Naets F.;0.17
Arnarson H.;0.17
Paudel Y.R.;0.17
Kudriashov N.S.;0.17
Rossoni M.;0.17
Mauko A.;0.17
Sharma A.;0.17
Kang J.M.;0.17
Bauer T.;0.17
Nakagawa R.;0.17
Blomfors M.;0.17
Dong M.;0.17
Kamath V.;0.17
Adamenko D.;0.17
Rolle R.P.;0.17
Gordon S.;0.17
Anatoly P.;0.17
Felsberger L.;0.17
Papadonikolaki E.;0.17
Stoyanov V.;0.17
Donoghue I.;0.17
Zhou X.;0.17
Rines M.R.;0.17
Kristoffersen Ø.;0.17
Danilczyk W.;0.17
Kutin A.A.;0.17
Kim S.-S.;0.17
Huynh B.H.;0.17
Bousdekis A.;0.17
Böke J.;0.17
Breuer M.;0.17
Georges-Filteau D.;0.17
Gohari H.;0.17
Aleksandrova S.V.;0.17
Shcherba D.;0.17
Merz R.;0.17
Ralph B.J.;0.17
Greif T.;0.17
Khalil A.;0.17
Kang S.;0.17
Angjeliu G.;0.17
Koronaki E.D.;0.17
Bompos D.;0.17
Erdős G.;0.17
Mars W.V.;0.17
Sadeghi Tabar R.;0.17
Alaasam A.B.A.;0.17
Joppen R.;0.17
Piros A.;0.17
Kim B.S.;0.17
Muralidharan S.;0.17
Eisenbarth D.;0.17
Liew J.X.;0.17
Minerva R.;0.17
Wong E.Y.C.;0.17
Wernerová E.;0.17
Frankó A.;0.17
Hauß R.;0.17
Tchana Y.;0.17
Gharbi A.;0.17
Melesse T.Y.;0.17
Changming H.;0.17
Shatagin D.;0.17
Toth J.C.;0.17
Karaoglu E.O.;0.17
Zhu C.Y.;0.17
Derrien S.;0.17
Pokrovskaia N.N.;0.17
Taranenko P.;0.17
Sergeev Y.S.;0.17
Lin Y.-C.;0.17
Dmitrievskiy A.N.;0.17
Hinchy E.P.;0.17
Algin V.;0.17
Khrueangsakun S.;0.17
Moroz L.;0.17
Maragkos C.;0.17
Moi T.;0.17
Bazaz S.M.;0.17
Simchenko N.;0.17
Bian Y.;0.16
Santos M.A.S.;0.16
Nagl A.;0.16
Skjong S.;0.16
Saxby D.J.;0.16
Fogerty D.;0.16
Baron C.;0.16
Cottyn J.;0.16
Kuntz J.;0.16
Cotet C.E.;0.16
Yon J.;0.16
Stelter M.;0.16
Werner L.C.;0.16
Ulu N.G.;0.16
Velikova M.;0.16
Petrini A.;0.16
Cao L.;0.16
Jin Y.;0.16
Sivasothy P.;0.16
Mishra D.;0.16
Yu A.;0.16
Son J.Y.;0.15
Stollenwerk J.;0.15
Sarkans M.;0.15
Gil G.;0.15
Demartini M.;0.15
Volotinen J.;0.15
Nevolin A.;0.15
Kesaniemi O.;0.15
Perea E.;0.15
Singh J.;0.15
Lopes J.;0.15
Shen M.H.H.;0.15
Zhang K.;0.15
Harrison D.K.;0.15
Guo Z.;0.15
Hicks B.;0.15
Chen J.;0.15
Bryden K.M.;0.15
Reitman M.;0.15
Muller G.;0.15
Suarez-Valdes R.;0.15
Fugate L.;0.15
Taylor J.E.;0.15
Lentes J.;0.15
Weippl E.;0.15
Kulakarni V.;0.15
Henke M.;0.15
Bernardin P.;0.15
Leingang C.;0.15
Schmid J.;0.15
Dambon O.;0.15
Kassoumeh S.;0.15
Straub S.;0.15
Echeverría L.E.;0.15
Alsigar M.;0.15
Ludvigsen K.B.;0.15
Lasi H.;0.15
Cohran J.;0.15
Heyns S.;0.15
Tsukerman V.;0.15
Liu B.;0.15
Bombardier Y.;0.15
Khan K.A.;0.15
Kruger K.;0.15
Pascoa J.;0.15
Lennartson B.;0.15
Boschert S.;0.15
Goel A.;0.15
Simões B.;0.15
Yang B.;0.15
Susarev S.V.;0.14
Hatakeyama S.J.;0.14
Wei Z.;0.14
Sandoval J.A.;0.14
Leskovsky R.;0.14
Seon G.;0.14
Montavon B.;0.14
Gomez-Escalonilla J.;0.14
Azarian M.;0.14
Mena D.J.;0.14
Shafiee M.E.;0.14
Grégorio J.-L.;0.14
Wang C.-P.;0.14
Wang B.;0.14
Jainoju S.R.;0.14
Sontakke B.A.;0.14
Leinonen E.;0.14
Bergs C.;0.14
Ghanem R.;0.14
Murashov I.;0.14
Bertolini M.;0.14
Makarov V.V.;0.14
Lindström J.;0.14
Fuller A.;0.14
Nielsen C.P.;0.14
Vatankhah Barenji A.;0.14
Sharma P.;0.14
Zou Q.;0.14
Moussa C.;0.14
Alcaraz J.C.;0.14
Campos J.G.;0.14
Balakrishnan P.;0.14
Sai Y.;0.14
Heckmann A.;0.14
Gericke G.A.;0.14
Bachelor G.;0.14
Austin M.;0.14
Jones D.E.;0.14
Milton M.;0.14
Xiaodong W.;0.14
Assawaarayakul C.;0.14
Menegay P.;0.14
Barthelmey A.;0.14
Sahoo A.K.;0.14
Cupek R.;0.14
Meierhofer J.;0.14
Stoumpos S.;0.14
Stanke J.;0.14
Petters J.;0.14
Verner I.;0.14
Sommer M.;0.14
Klavsuts I.L.;0.14
Micieta J.;0.14
Liu M.;0.14
Palviainen M.;0.14
Mikušová N.;0.14
Constantinescu C.;0.14
Yusupbekov N.R.;0.14
Chakrabortty R.K.;0.14
Song X.;0.14
Gavras S.;0.14
D'Agostino F.;0.14
Makarova I.;0.14
Lanza G.;0.14
Barthorpe R.J.;0.14
Kao B.-C.;0.14
Baranwal A.;0.14
Plakhotnik D.;0.14
Zhao G.;0.14
Kobysheva P.;0.14
Don Ranasinghe G.;0.14
Ewald R.;0.14
Zhou B.;0.14
Choi C.;0.14
Henao E.;0.14
Borsato M.;0.14
Paavilainen H.;0.14
Shcherbo N.S.;0.14
McDermott T.A.;0.14
Stirna J.;0.14
Couégnat G.;0.14
Sáez J.;0.14
Kolbasnikov N.G.;0.14
Hesthaven J.S.;0.14
Branding F.;0.14
Klinc R.;0.14
Düz B.;0.14
Pernul G.;0.14
Mathur A.;0.14
Lange E.;0.14
Easwaran A.;0.14
Laurito M.;0.14
Reich C.;0.14
Redovian C.;0.14
Parunov J.;0.14
Frommel C.;0.14
Samoylov P.A.;0.14
Bondar A.;0.14
Silva J.;0.14
Lakehal D.;0.14
Bahemia H.;0.14
Tavli B.;0.14
Pietrzyk M.;0.14
Jahankhani H.;0.14
Maple C.;0.14
Paetzold K.;0.14
Keller A.V.;0.14
Shashank A.;0.14
Vrinceanu L.;0.14
Zhong H.;0.14
Hayashi Y.;0.14
Vielhaber M.;0.14
Raffaeli R.;0.14
Wu X.;0.14
Bollas G.M.;0.14
Kurfess T.R.;0.14
Bose S.;0.14
Diedrich C.;0.14
Wolf C.M.;0.14
Nikolaev A.;0.14
Perevalov Y.Y.;0.14
Foong L.C.;0.14
Nguyen-Ky S.;0.14
Low M.Y.H.;0.14
Chong E.K.P.;0.14
Malaiya Y.;0.14
Wever U.;0.14
Vitton-Mea L.;0.14
Anosov M.S.;0.14
Pujana A.;0.14
Wu F.;0.14
Thummet M.;0.14
Stobrawa S.;0.14
Kaufmann H.;0.14
Bechini G.;0.14
Zancul E.;0.14
Jiang Z.;0.14
Pedersen A.;0.14
Vucetic B.;0.14
Parwaiz M.;0.14
Klyavin O.;0.14
Shen X.;0.14
Haile M.A.;0.14
Lad B.K.;0.14
Newman J.A.;0.14
Mahr A.;0.14
Provotorov V.V.;0.13
Tsokalo I.A.;0.13
Ge Y.;0.13
Kučera Ĺ.;0.13
Herakovič N.;0.13
Slavkovic N.;0.13
Spellini S.;0.13
Zhang S.;0.13
Barroso G.;0.13
Moshrefzadeh M.;0.13
Tiainen T.;0.13
Yeratapally S.R.;0.13
Dobrowolska M.;0.13
Khalyasmaa A.I.;0.13
Li X.;0.13
Yue S.;0.13
Gonzalez M.;0.13
Conges A.;0.13
Ma Y.;0.13
Mustapaa T.;0.13
Bécue A.;0.13
Abdrakhmanova K.N.;0.13
Jeong S.;0.13
Shah G.A.;0.13
Antonino M.;0.13
Szalay Z.;0.13
Pérez L.;0.13
Schmitt J.;0.13
Tugengol’d A.K.;0.13
Miao Q.;0.13
Carrillo Peña A.L.;0.13
Mazumder O.;0.13
Eddy D.;0.13
Lu H.;0.13
Hirschvogel M.;0.13
Yashin G.A.;0.13
Franciosa P.;0.13
Kapteyn M.G.;0.13
Jo S.-K.;0.13
Lopes M.R.;0.13
He H.;0.13
Freitag M.;0.13
Hoffmeister M.;0.13
Li L.E.;0.13
Ebrahimzadeh S.;0.13
Vikentyeva O.;0.13
Jarman P.;0.13
Lacomblez M.;0.13
Lon S.;0.13
Payor V.A.;0.13
Niemeier R.;0.13
Kubicki S.;0.13
Flynn J.M.;0.13
Valyou D.N.;0.13
Maggiore P.;0.13
Franchek M.A.;0.13
Kuzmina V.A.;0.13
Shirokikh A.;0.13
Lodgaard E.;0.13
Koyuncu E.;0.13
Azeem S.M.;0.13
Steiner F.;0.13
Kienzlen A.;0.13
Chong Y.T.;0.13
Ivanov I.O.;0.13
Kochubey D.R.;0.13
Schellenberger M.;0.13
Borangiu T.;0.13
Ruba M.;0.13
Huang N.;0.13
Maillet-Contoz L.;0.13
Glatt M.;0.13
Gaikwad A.;0.13
Prochnau M.;0.13
Shao S.;0.13
Ausserer F.;0.13
Tellechea-Luzardo J.;0.13
Nåfors D.;0.13
Pedersen T.A.;0.13
Ghoshal S.;0.13
Kuehas T.;0.13
Raza M.;0.13
Ferrario A.;0.13
Roxin A.;0.13
Tomar R.;0.13
Dawes B.;0.13
Pengnoo M.;0.13
Korostelkin A.A.;0.13
Doytchinov I.;0.13
Li L.;0.13
Urazayev D.;0.13
Rodriguez-Guerra J.;0.13
Orive D.;0.13
Isto P.;0.13
Maia R.F.;0.13
Guerreiro G.;0.12
Porziani S.;0.12
Lee G.;0.12
Rod’ko I.I.;0.12
Martinelli I.;0.12
Scheibe C.;0.12
Xia K.;0.12
Yoginath S.;0.12
D'Amico D.;0.12
Kummerow A.;0.12
Zhou Y.;0.12
Fera M.;0.12
Al Sunny S.M.N.;0.12
Yang S.G.;0.12
Savio S.;0.12
Panda S.K.;0.12
Reinau K.H.;0.12
Colombo A.W.;0.12
Ibañez R.;0.12
Höwer D.;0.12
Wanasinghe T.R.;0.12
Alves R.G.;0.12
Eisenkoeck P.;0.12
Hasan H.R.;0.12
Marques C.J.;0.12
Murayama H.;0.12
Borisevich V.B.;0.12
Veloso M.;0.12
Lu X.;0.12
Luis Hernández-Ramos J.;0.12
Emiroglu A.;0.12
Fu Y.;0.12
Bil C.;0.12
Trevisan C.;0.12
Müller P.;0.12
Zezulka F.;0.12
Lee T.;0.12
Santa J.;0.12
Pang L.;0.12
Liu R.;0.12
Manzoor F.;0.12
Niederer S.A.;0.12
Wang W.Y.;0.12
Shu B.;0.12
Sukekawa T.;0.12
Bourny V.;0.11
Meyer M.;0.11
Pillai S.;0.11
Huberts W.;0.11
Gierlak P.;0.11
Widera A.;0.11
Lin P.;0.11
Higgins N.;0.11
Shi Y.;0.11
Dodd T.J.;0.11
Holt N.;0.11
Ahmad M.H.;0.11
Doikin A.;0.11
Bauer C.;0.11
Yu H.;0.11
Dal Maso G.;0.11
López-Dávalos L.;0.11
Marmillo J.;0.11
Barannik V.;0.11
Meye P.;0.11
Tukel D.;0.11
Pires J.N.;0.11
Sergeev S.V.;0.11
Nuratch S.;0.11
Chiu J.-M.;0.11
Kunnen S.;0.11
Tsohla S.;0.11
Chaves-Jacob J.;0.11
Lee G.M.;0.11
Endel S.;0.11
Schachinger G.;0.11
Mo D.Y.;0.11
Di Pasquale V.;0.11
Sippl J.;0.11
Solomonenko M.V.;0.11
Paniti I.;0.11
Lee W.-R.;0.11
Elspas P.;0.11
Balchanos M.G.;0.11
Ugur N.;0.11
Gong J.;0.11
Vasiliev V.A.;0.11
Bushuev V.V.;0.11
Hoch R.;0.11
Schwarz A.;0.11
Stravoravdis S.;0.11
Soffel F.;0.11
Yoo B.;0.11
Son Y.H.;0.11
Radchenko G.;0.11
Eremin N.A.;0.11
Oliveira Antonino P.;0.11
Yaqi C.;0.11
Gao Z.;0.11
Zemlianko H.;0.11
Todd B.;0.11
Geysen J.;0.11
Han X.;0.11
Nikolov V.;0.11
Martucci V.D.O.;0.11
Kuz'Mishina A.;0.11
Takanashi Y.;0.11
Massote A.A.;0.11
Lundgren K.;0.11
Fumagalli A.;0.11
Hannola L.;0.11
Barrett C.D.;0.11
Akhtar H.;0.11
Vida G.;0.11
Coronelli D.;0.11
Stanko M.;0.11
Gildingersh M.G.;0.11
Stein N.;0.11
Tekaat J.L.;0.11
Chun I.;0.11
Yoon C.H.;0.11
Nikas A.M.;0.11
Zhang N.;0.11
O'Dowd N.P.;0.11
Trautmann L.;0.11
Sprock A.;0.11
Berry C.;0.11
Morgan J.;0.11
Zanotti P.;0.11
Ishin M.;0.11
Bouchard J.;0.11
Knaack U.;0.11
Apostolou D.;0.11
Telegin D.;0.11
Maciolek A.;0.11
Ducellier G.;0.11
Markov S.A.;0.11
Solvang B.;0.11
Briceno S.;0.11
Shi W.;0.11
Leon M.;0.11
Cibicik A.;0.11
Vosniakos G.-C.;0.11
Nečemer B.;0.11
Bin J.;0.11
Prof.;0.11
Ryan A.;0.11
Lenkenhoff K.;0.11
Suter J.D.;0.11
Pobitzer A.;0.11
Palipana D.;0.11
Souza R.;0.11
Wu L.O.;0.11
Acheson C.;0.11
Xu C.;0.11
Gradussofs B.;0.11
Canetta L.;0.11
Holmstrom J.;0.11
Musuvathy S.;0.11
Valtolina S.;0.11
Reuter M.A.;0.11
Liu D.;0.11
Taweel A.;0.11
Doornbos R.;0.11
De Hosson J.T.M.;0.11
Nguyen T.;0.11
Faißt K.-G.;0.11
Pal S.K.;0.11
Clausmeyer T.;0.11
Loosen P.;0.10
Gao Y.;0.10
Selmi J.;0.10
Huisingh D.;0.10
Hu J.;0.10
Sapronov A.;0.10
Martikka M.;0.10
Hastie H.;0.10
Bisio F.;0.10
Slater J.;0.10
Desmet W.;0.10
Lu S.C.-Y.;0.10
Wan X.;0.10
Reddy S.;0.10
Posada J.;0.10
Soize C.;0.10
Fang S.;0.10
Feng L.;0.10
Berardi S.;0.10
Kyösti P.;0.10
Schwarz C.;0.10
Rahman H.F.;0.10
Hu S.J.;0.10
Delgoshaei P.;0.10
Stopka O.;0.10
West S.;0.10
Drewniak M.;0.10
Chlebana P.;0.10
Seal D.W.;0.10
Kucera E.;0.10
Ramesh Babu K.;0.10
Erkorkmaz K.;0.10
Lartigue C.;0.10
Fuchshuber D.;0.10
Bilal M.U.;0.10
Frolov Y.B.;0.10
Wei J.;0.10
Abdurasulov F.R.;0.10
Zhang T.;0.10
De La C.O.;0.10
Jin C.;0.10
Harviainen T.;0.10
Notestein D.;0.10
Massucco S.;0.10
Lai X.;0.10
Jiang T.;0.10
Zverev S.;0.10
Dvortsevoi A.I.;0.10
Dahlem P.;0.10
Moghaddamnia S.;0.10
Kelzenberg C.;0.10
Cherezova N.;0.10
Kishore Babu B.;0.10
Al-Haddad K.;0.10
Fan Z.;0.10
López J.S.;0.10
Srisawat W.;0.10
Pagani A.;0.10
Unterberg M.;0.10
Korobeynikov A.G.;0.10
Brusa E.;0.10
Rasekh A.;0.10
Firouzian A.;0.10
Anoop C.S.;0.10
Illiashenko O.;0.10
Esposito G.;0.10
Orlov S.P.;0.10
Nikishkov Y.;0.10
Garijo D.;0.10
Heizmann M.;0.10
Pluchart S.;0.10
Lee E.;0.10
Gao W.;0.10
Rus R.;0.10
Theotokatos G.;0.10
Hamedifar H.;0.10
Hou Z.;0.10
Gao G.;0.10
Majumder U.;0.10
Tulpule P.J.;0.10
Kuriakose R.B.;0.10
Schwaig K.S.;0.10
Leser W.P.;0.10
Ehret S.;0.09
Moskvitina A.;0.09
Gao J.;0.09
Li P.;0.09
Balboa I.;0.09
Lessmann M.;0.09
Kravets O.J.;0.09
Urban N.;0.09
Krishnamurty S.;0.09
Eroshenko S.A.;0.09
Raijhelgauz L.B.;0.09
Solhjoo S.;0.09
Yoo G.;0.09
Kuss D.;0.09
Kang C.;0.09
Velthuis J.;0.09
Trinitatova D.;0.09
Miettinen J.;0.09
Chirico R.;0.09
Gamer T.;0.09
Gil A.J.;0.09
Roy D.;0.09
Fedosov A.V.;0.09
Zou W.;0.09
Park D.-H.;0.09
Jinsong Y.;0.09
Sergeev S.M.;0.09
Feng Y.;0.09
Sokolov M.;0.09
Salgado O.;0.09
Chen W.;0.09
Nicola M.;0.09
Polette A.;0.09
Costigliola A.;0.09
Vachálek J.;0.09
Zivanovic S.;0.09
Rambow N.G.;0.09
Eugenio Barroso J.S.;0.09
Maia E.;0.09
Jagschies L.;0.09
Knezevic D.J.;0.09
Evain A.;0.09
Szalai M.;0.09
Ma N.;0.09
Rodríguez-Jiménez S.;0.09
Yang Q.;0.09
Dimitrov V.P.;0.09
Wu N.;0.09
Zupan H.;0.09
Zimermann P.;0.09
Feng F.;0.09
McCarthy D.;0.09
Sapio F.;0.09
Vasiliev A.;0.09
Shirafuji S.;0.09
Jeon C.-H.;0.09
Riva G.;0.09
Zakharova I.;0.09
Rezgui Y.;0.09
Erokhina O.O.;0.09
Tupa J.;0.09
Plotnikov A.P.;0.09
Ardashev D.V.;0.09
Fordal J.M.;0.09
Teo C.L.;0.09
Newman S.T.;0.09
Marzocca P.;0.09
Inalhan G.;0.09
Shirokov V.I.;0.09
Baudry D.;0.09
Hattab O.;0.09
Horwege J.;0.09
Gerndt A.;0.09
Shestakova L.;0.09
Fieldsend-Roxborough A.;0.09
Kuhl A.;0.09
Velkavrh I.;0.08
Oltean E.V.;0.08
Le Roux L.;0.08
Deb S.;0.08
Stadlmayr R.;0.08
Warner J.E.;0.08
Iriondo N.;0.08
Michel E.;0.08
Shore P.;0.08
Confalonieri M.;0.08
Piesk J.;0.08
Meah N.;0.08
Barros M.T.;0.08
Calleja C.;0.08
del Amo I.F.;0.08
Sinnwell C.;0.08
Glomsrud J.A.;0.08
Anger S.;0.08
Yavari R.;0.08
Badawi H.F.;0.08
Rentemeister M.;0.08
Nemes R.O.;0.08
Holzbrink M.;0.08
Kink J.;0.08
Heikkilä T.;0.08
Bragin D.;0.08
Abdou W.;0.08
Klyavin O.I.;0.08
Kumar P.M.;0.08
Winterhalter C.;0.08
Jia Y.;0.08
S.m.asce;0.08
Müller T.;0.08
Di Giandomenico F.;0.08
Simoes J.-P.;0.08
Xing T.;0.08
Ekoyuncu J.;0.08
Sacco C.;0.08
Campi F.;0.08
Scarpitta F.;0.08
Norden C.;0.08
Badanova M.V.;0.08
Figueiras P.;0.08
Semerow A.;0.08
Rosch D.;0.08
Tansakul V.;0.08
Greco A.;0.08
Burgel G.;0.08
Casteran F.;0.08
Wroblewski L.;0.08
Yu S.;0.08
Salah K.;0.08
Souza G.;0.08
Göbel J.C.;0.08
Hazbar T.;0.08
Veloso L.;0.08
Akamatsu T.;0.08
Bernabé J.B.;0.08
Nishino N.;0.08
Geng J.;0.08
Lee W.;0.08
Arm J.;0.08
Poeppelbuss J.;0.08
Tolio T.;0.08
Ryabchinskii A.I.;0.08
Sen Y.;0.08
Napolitano M.;0.08
Wondra B.;0.08
Zhu L.;0.08
Lee S.H.;0.08
Qu T.;0.08
Skarmeta A.F.;0.08
Pang Z.;0.08
Bányai T.;0.08
Aboelkassem Y.;0.08
Maier P.;0.08
Hochhalter J.D.;0.08
Kurc K.;0.08
Ni Z.;0.08
Hellevik L.R.;0.08
Gui W.;0.08
Gaal L.;0.08
Vera D.;0.08
Soleimani M.;0.08
May D.;0.08
Wang Q.;0.08
Fowler K.;0.08
Lockwood A.J.;0.08
Lyu Z.;0.08
Barenji A.V.;0.08
Guo H.;0.07
Ricaud T.;0.07
Lin Y.;0.07
Karpov G.E.;0.07
Yaushev A.;0.07
Gornykh E.V.;0.07
Arthaya B.;0.07
Bein T.;0.07
Biedenbach G.;0.07
Liu J.S.;0.07
Paddubka S.;0.07
Garcia M.M.;0.07
Stolyarov V.E.;0.07
Kwon T.H.;0.07
Kranzlmuller D.;0.07
Mahamadu A.M.;0.07
Stockinger M.;0.07
Nakamura M.;0.07
Kumar Panda S.;0.07
Alexandrov M.N.;0.07
Barari A.;0.07
Zhaoyu Z.;0.07
McCarthy C.T.;0.07
Boudouvis A.G.;0.07
Nagarajah A.;0.07
Cardani G.;0.07
Jofer E.;0.07
Ramzy N.;0.07
Flath C.M.;0.07
Backes D.;0.07
Wang A.;0.07
Molodtsov V.V.;0.07
Pavlenko I.;0.07
Mikkola A.;0.07
Desbiens A.;0.07
Loughlin S.;0.07
Drexel D.;0.07
Hemmerling M.;0.07
Musunur L.P.;0.07
Potekhin V.V.;0.07
Baka E.;0.07
Nam S.;0.07
Crespi N.;0.07
So S.;0.07
Zandi K.;0.07
Schmidt-Vollus R.;0.07
Remy S.;0.07
Jiang L.;0.07
Hoffmann A.;0.07
Kolchin P.;0.07
Ali M.I.;0.07
Mentzas G.;0.07
Godoy E.P.;0.07
Kim H.-S.;0.07
Varis J.;0.07
Ren Z.;0.07
Morra E.;0.07
Rølvåg T.;0.07
Tchernykh A.;0.07
Boonpramuk P.;0.07
Kutá D.;0.07
Matsas E.;0.07
Athanasopoulou L.;0.07
Borovkov A.I.;0.07
El Kadiri H.;0.07
Kalteis G.;0.07
Colombo G.;0.07
Kuhn A.;0.07
Riemma S.;0.07
Burnett M.;0.07
Tipary B.;0.07
Sprauel J.-M.;0.07
Cheung W.-F.;0.07
Ralpin P.;0.07
Go J.-H.;0.07
Peretic M.;0.07
Burlaka M.;0.07
Azar A.;0.07
Sett M.K.;0.07
Bauman M.;0.07
Ergun S.;0.07
Puri R.S.;0.07
Sogrin A.;0.07
Wegener K.;0.07
Kyllingstad L.T.;0.07
Valdata A.;0.07
Tang M.;0.07
Wood B.M.;0.07
Diamond L.E.;0.07
Da Silva H.D.L.;0.07
Butterfield J.;0.07
Pouille E.;0.07
Chakravarty T.;0.07
Takeuchi A.;0.07
Schooling J.M.;0.07
Martinez L.;0.07
Suomisto J.;0.07
Yan J.;0.07
Ustyuzhanin A.;0.07
Peruzzo N.;0.07
Lohan K.S.;0.07
Joshi S.;0.07
García-Alonso A.;0.06
Hansen D.G.;0.06
Parshina I.S.;0.06
Kurnasov E.V.;0.06
Brugger C.;0.06
Quiroga J.I.A.;0.06
Ayuthaya S.D.N.;0.06
Gamer S.;0.06
Farr D.;0.06
Hodzen E.;0.06
Adilov F.T.;0.06
Nielsen M.W.;0.06
Naiju C.D.;0.06
Masny M.;0.06
Mouvand S.;0.06
Vermaak H.J.;0.06
Hana R.;0.06
Brown A.;0.06
Mo H.;0.06
Donn C.;0.06
Khayrullina M.V.;0.06
Nasir S.;0.06
Cornford S.;0.06
Annamani T.;0.06
Golitsyna A.E.;0.06
Fuhrwerk M.;0.06
Wiese J.;0.06
